Job,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
Job_036,2252.1,5398.304057398718,M7,4456.0,45,4501.0,0.0
Job_035,1901.0,4872.414943098789,M0,3732.0,43,3775.0,0.0
Job_035,1901.0,4872.414943098789,M2,3775.0,90,3865.0,0.0
Job_035,1901.0,4872.414943098789,M4,3865.0,75,3940.0,0.0
Job_035,1901.0,4872.414943098789,M9,3940.0,11,3951.0,0.0
Job_035,1901.0,4872.414943098789,M3,3951.0,69,4020.0,0.0
Job_035,1901.0,4872.414943098789,M1,4020.0,28,4048.0,0.0
Job_035,1901.0,4872.414943098789,M6,4074.0,46,4120.0,0.0
Job_035,1901.0,4872.414943098789,M5,4165.0,46,4211.0,0.0
Job_035,1901.0,4872.414943098789,M7,4211.0,72,4283.0,0.0
Job_035,1901.0,4872.414943098789,M8,4283.0,30,4313.0,0.0
Job_034,1758.63,5574.858995548445,M1,3303.0,81,3384.0,0.0
Job_034,1758.63,5574.858995548445,M2,3566.0,95,3661.0,0.0
Job_034,1758.63,5574.858995548445,M0,3661.0,71,3732.0,0.0
Job_034,1758.63,5574.858995548445,M4,3966.0,99,4065.0,0.0
Job_034,1758.63,5574.858995548445,M6,4065.0,9,4074.0,0.0
Job_034,1758.63,5574.858995548445,M8,4074.0,52,4126.0,0.0
Job_034,1758.63,5574.858995548445,M7,4126.0,85,4211.0,0.0
Job_034,1758.63,5574.858995548445,M3,4211.0,98,4309.0,0.0
Job_034,1758.63,5574.858995548445,M9,4339.0,22,4361.0,0.0
Job_034,1758.63,5574.858995548445,M5,4361.0,43,4404.0,0.0
Job_033,1632.49,4941.830564078651,M1,3022.0,91,3113.0,0.0
Job_033,1632.49,4941.830564078651,M0,3225.0,85,3310.0,0.0
Job_033,1632.49,4941.830564078651,M3,3453.0,39,3492.0,0.0
Job_033,1632.49,4941.830564078651,M2,3492.0,74,3566.0,0.0
Job_033,1632.49,4941.830564078651,M8,3782.0,90,3872.0,0.0
Job_033,1632.49,4941.830564078651,M5,3872.0,10,3882.0,0.0
Job_033,1632.49,4941.830564078651,M7,3882.0,12,3894.0,0.0
Job_033,1632.49,4941.830564078651,M6,3894.0,89,3983.0,0.0
Job_033,1632.49,4941.830564078651,M9,3983.0,45,4028.0,0.0
Job_033,1632.49,4941.830564078651,M4,4065.0,33,4098.0,0.0
Job_032,1509.36,3810.750004949062,M0,3196.0,29,3225.0,0.0
Job_032,1509.36,3810.750004949062,M1,3225.0,78,3303.0,0.0
Job_032,1509.36,3810.750004949062,M2,3408.0,9,3417.0,0.0
Job_032,1509.36,3810.750004949062,M3,3417.0,36,3453.0,0.0
Job_032,1509.36,3810.750004949062,M4,3453.0,49,3502.0,0.0
Job_032,1509.36,3810.750004949062,M5,3609.0,11,3620.0,0.0
Job_032,1509.36,3810.750004949062,M6,3620.0,62,3682.0,0.0
Job_032,1509.36,3810.750004949062,M7,3682.0,56,3738.0,0.0
Job_032,1509.36,3810.750004949062,M8,3738.0,44,3782.0,0.0
Job_032,1509.36,3810.750004949062,M9,3789.75,21,3810.75,0.0
Job_031,1487.72,3911.4623849590125,M1,3113.0,46,3159.0,0.0
Job_031,1487.72,3911.4623849590125,M0,3159.0,37,3196.0,0.0
Job_031,1487.72,3911.4623849590125,M3,3253.0,61,3314.0,0.0
Job_031,1487.72,3911.4623849590125,M2,3395.0,13,3408.0,0.0
Job_031,1487.72,3911.4623849590125,M6,3478.0,32,3510.0,0.0
Job_031,1487.72,3911.4623849590125,M5,3510.0,21,3531.0,0.0
Job_031,1487.72,3911.4623849590125,M9,3531.0,32,3563.0,0.0
Job_031,1487.72,3911.4623849590125,M8,3563.0,89,3652.0,0.0
Job_031,1487.72,3911.4623849590125,M7,3652.0,30,3682.0,0.0
Job_031,1487.72,3911.4623849590125,M4,3682.0,55,3737.0,0.0
Job_030,1486.63,4964.933374568583,M0,2600.0,76,2676.0,0.0
Job_030,1486.63,4964.933374568583,M1,2953.0,69,3022.0,0.0
Job_030,1486.63,4964.933374568583,M3,3022.0,76,3098.0,0.0
Job_030,1486.63,4964.933374568583,M5,3225.0,51,3276.0,0.0
Job_030,1486.63,4964.933374568583,M2,3310.0,85,3395.0,0.0
Job_030,1486.63,4964.933374568583,M9,3519.0,11,3530.0,0.0
Job_030,1486.63,4964.933374568583,M6,3530.0,40,3570.0,0.0
Job_030,1486.63,4964.933374568583,M7,3738.0,89,3827.0,0.0
Job_030,1486.63,4964.933374568583,M4,3940.0,26,3966.0,0.0
Job_030,1486.63,4964.933374568583,M8,3966.0,74,4040.0,0.0
Job_029,1473.5,4619.704057398718,M1,2750.0,85,2835.0,0.0
Job_029,1473.5,4619.704057398718,M0,3146.0,13,3159.0,0.0
Job_029,1473.5,4619.704057398718,M2,3164.0,61,3225.0,0.0
Job_029,1473.5,4619.704057398718,M6,3335.0,7,3342.0,0.0
Job_029,1473.5,4619.704057398718,M8,3379.0,64,3443.0,0.0
Job_029,1473.5,4619.704057398718,M9,3443.0,76,3519.0,0.0
Job_029,1473.5,4619.704057398718,M5,3531.0,47,3578.0,0.0
Job_029,1473.5,4619.704057398718,M3,3578.0,52,3630.0,0.0
Job_029,1473.5,4619.704057398718,M4,3737.0,90,3827.0,0.0
Job_029,1473.5,4619.704057398718,M7,3827.0,45,3872.0,0.0
Job_028,1452.76,4931.063374568583,M0,2676.0,76,2752.0,0.0
Job_028,1452.76,4931.063374568583,M1,2884.0,69,2953.0,0.0
Job_028,1452.76,4931.063374568583,M3,3098.0,76,3174.0,0.0
Job_028,1452.76,4931.063374568583,M5,3174.0,51,3225.0,0.0
Job_028,1452.76,4931.063374568583,M2,3225.0,85,3310.0,0.0
Job_028,1452.76,4931.063374568583,M9,3427.0,11,3438.0,0.0
Job_028,1452.76,4931.063374568583,M6,3438.0,40,3478.0,0.0
Job_028,1452.76,4931.063374568583,M7,3478.0,89,3567.0,0.0
Job_028,1452.76,4931.063374568583,M4,3567.0,26,3593.0,0.0
Job_028,1452.76,4931.063374568583,M8,3652.0,74,3726.0,0.0
Job_027,1452.02,4592.397753588721,M2,2546.0,31,2577.0,0.0
Job_027,1452.02,4592.397753588721,M0,2752.0,86,2838.0,0.0
Job_027,1452.02,4592.397753588721,M1,2838.0,46,2884.0,0.0
Job_027,1452.02,4592.397753588721,M5,3016.0,74,3090.0,0.0
Job_027,1452.02,4592.397753588721,M4,3090.0,32,3122.0,0.0
Job_027,1452.02,4592.397753588721,M6,3247.0,88,3335.0,0.0
Job_027,1452.02,4592.397753588721,M8,3360.0,19,3379.0,0.0
Job_027,1452.02,4592.397753588721,M9,3379.0,48,3427.0,0.0
Job_027,1452.02,4592.397753588721,M7,3567.0,36,3603.0,0.0
Job_027,1452.02,4592.397753588721,M3,3630.0,79,3709.0,0.0
Job_026,1326.33,3750.072384959012,M1,2463.0,46,2509.0,0.0
Job_026,1326.33,3750.072384959012,M0,2516.0,37,2553.0,0.0
Job_026,1326.33,3750.072384959012,M3,2748.0,61,2809.0,0.0
Job_026,1326.33,3750.072384959012,M2,2809.0,13,2822.0,0.0
Job_026,1326.33,3750.072384959012,M6,2884.0,32,2916.0,0.0
Job_026,1326.33,3750.072384959012,M5,2916.0,21,2937.0,0.0
Job_026,1326.33,3750.072384959012,M9,3239.0,32,3271.0,0.0
Job_026,1326.33,3750.072384959012,M8,3271.0,89,3360.0,0.0
Job_026,1326.33,3750.072384959012,M7,3360.0,30,3390.0,0.0
Job_026,1326.33,3750.072384959012,M4,3390.0,55,3445.0,0.0
Job_025,1307.72,4197.566689758823,M2,2377.0,84,2461.0,0.0
Job_025,1307.72,4197.566689758823,M1,2461.0,2,2463.0,0.0
Job_025,1307.72,4197.566689758823,M5,2852.0,52,2904.0,0.0
Job_025,1307.72,4197.566689758823,M3,2907.0,95,3002.0,0.0
Job_025,1307.72,4197.566689758823,M8,3002.0,48,3050.0,0.0
Job_025,1307.72,4197.566689758823,M9,3050.0,72,3122.0,0.0
Job_025,1307.72,4197.566689758823,M0,3310.0,47,3357.0,0.0
Job_025,1307.72,4197.566689758823,M6,3357.0,65,3422.0,0.0
Job_025,1307.72,4197.566689758823,M4,3445.0,6,3451.0,0.0
Job_025,1307.72,4197.566689758823,M7,3451.0,25,3476.0,0.0
Job_024,1293.33,3583.067397329067,M2,2363.0,14,2377.0,0.0
Job_024,1293.33,3583.067397329067,M0,2433.0,6,2439.0,0.0
Job_024,1293.33,3583.067397329067,M1,2439.0,22,2461.0,0.0
Job_024,1293.33,3583.067397329067,M5,2661.0,61,2722.0,0.0
Job_024,1293.33,3583.067397329067,M3,2722.0,26,2748.0,0.0
Job_024,1293.33,3583.067397329067,M4,2748.0,69,2817.0,0.0
Job_024,1293.33,3583.067397329067,M8,2903.0,21,2924.0,0.0
Job_024,1293.33,3583.067397329067,M7,3071.0,49,3120.0,0.0
Job_024,1293.33,3583.067397329067,M9,3122.0,72,3194.0,0.0
Job_024,1293.33,3583.067397329067,M6,3194.0,53,3247.0,0.0
Job_023,1265.29,5081.518995548445,M1,1777.0,81,1858.0,0.0
Job_023,1265.29,5081.518995548445,M2,1858.0,95,1953.0,0.0
Job_023,1265.29,5081.518995548445,M0,2168.0,71,2239.0,0.0
Job_023,1265.29,5081.518995548445,M4,2239.0,99,2338.0,0.0
Job_023,1265.29,5081.518995548445,M6,2472.0,9,2481.0,0.0
Job_023,1265.29,5081.518995548445,M8,2481.0,52,2533.0,0.0
Job_023,1265.29,5081.518995548445,M7,2612.0,85,2697.0,0.0
Job_023,1265.29,5081.518995548445,M3,2809.0,98,2907.0,0.0
Job_023,1265.29,5081.518995548445,M9,2951.0,22,2973.0,0.0
Job_023,1265.29,5081.518995548445,M5,2973.0,43,3016.0,0.0
Job_022,1096.87,4406.210564078651,M1,2247.0,91,2338.0,0.0
Job_022,1096.87,4406.210564078651,M0,2348.0,85,2433.0,0.0
Job_022,1096.87,4406.210564078651,M3,2433.0,39,2472.0,0.0
Job_022,1096.87,4406.210564078651,M2,2472.0,74,2546.0,0.0
Job_022,1096.87,4406.210564078651,M8,2618.0,90,2708.0,0.0
Job_022,1096.87,4406.210564078651,M5,2842.0,10,2852.0,0.0
Job_022,1096.87,4406.210564078651,M7,2987.0,12,2999.0,0.0
Job_022,1096.87,4406.210564078651,M6,3105.0,89,3194.0,0.0
Job_022,1096.87,4406.210564078651,M9,3194.0,45,3239.0,0.0
Job_022,1096.87,4406.210564078651,M4,3239.0,33,3272.0,0.0
Job_021,1013.15,3984.564943098789,M0,2008.0,43,2051.0,0.0
Job_021,1013.15,3984.564943098789,M2,2126.0,90,2216.0,0.0
Job_021,1013.15,3984.564943098789,M4,2567.0,75,2642.0,0.0
Job_021,1013.15,3984.564943098789,M9,2642.0,11,2653.0,0.0
Job_021,1013.15,3984.564943098789,M3,2653.0,69,2722.0,0.0
Job_021,1013.15,3984.564943098789,M1,2722.0,28,2750.0,0.0
Job_021,1013.15,3984.564943098789,M6,2750.0,46,2796.0,0.0
Job_021,1013.15,3984.564943098789,M5,2796.0,46,2842.0,0.0
Job_021,1013.15,3984.564943098789,M7,2999.0,72,3071.0,0.0
Job_021,1013.15,3984.564943098789,M8,3071.0,30,3101.0,0.0
Job_020,972.75,3274.140004949062,M0,1663.0,29,1692.0,0.0
Job_020,972.75,3274.140004949062,M1,2039.0,78,2117.0,0.0
Job_020,972.75,3274.140004949062,M2,2117.0,9,2126.0,0.0
Job_020,972.75,3274.140004949062,M3,2233.0,36,2269.0,0.0
Job_020,972.75,3274.140004949062,M4,2359.0,49,2408.0,0.0
Job_020,972.75,3274.140004949062,M5,2495.0,11,2506.0,0.0
Job_020,972.75,3274.140004949062,M6,2506.0,62,2568.0,0.0
Job_020,972.75,3274.140004949062,M7,2697.0,56,2753.0,0.0
Job_020,972.75,3274.140004949062,M8,2753.0,44,2797.0,0.0
Job_020,972.75,3274.140004949062,M9,2874.0,21,2895.0,0.0
Job_019,843.88,3984.2577535887203,M2,2051.0,31,2082.0,0.0
Job_019,843.88,3984.2577535887203,M0,2082.0,86,2168.0,0.0
Job_019,843.88,3984.2577535887203,M1,2388.0,46,2434.0,0.0
Job_019,843.88,3984.2577535887203,M5,2506.0,74,2580.0,0.0
Job_019,843.88,3984.2577535887203,M4,2671.0,32,2703.0,0.0
Job_019,843.88,3984.2577535887203,M6,2796.0,88,2884.0,0.0
Job_019,843.88,3984.2577535887203,M8,2884.0,19,2903.0,0.0
Job_019,843.88,3984.2577535887203,M9,2903.0,48,2951.0,0.0
Job_019,843.88,3984.2577535887203,M7,2951.0,36,2987.0,0.0
Job_019,843.88,3984.2577535887203,M3,3174.0,79,3253.0,0.0
Job_018,712.34,3002.077397329067,M2,2037.0,14,2051.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M0,2051.0,6,2057.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M1,2366.0,22,2388.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M5,2388.0,61,2449.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M3,2472.0,26,2498.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M4,2498.0,69,2567.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M8,2597.0,21,2618.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M7,2753.0,49,2802.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M9,2802.0,72,2874.0,0.002602670932901674
Job_018,712.34,3002.077397329067,M6,2949.08,53,3002.08,0.002602670932901674
Job_017,653.44,3543.2866897588224,M2,1953.0,84,2037.0,0.0
Job_017,653.44,3543.2866897588224,M1,2037.0,2,2039.0,0.0
Job_017,653.44,3543.2866897588224,M5,2181.0,52,2233.0,0.0
Job_017,653.44,3543.2866897588224,M3,2338.0,95,2433.0,0.0
Job_017,653.44,3543.2866897588224,M8,2433.0,48,2481.0,0.0
Job_017,653.44,3543.2866897588224,M9,2481.0,72,2553.0,0.0
Job_017,653.44,3543.2866897588224,M0,2553.0,47,2600.0,0.0
Job_017,653.44,3543.2866897588224,M6,2600.0,65,2665.0,0.0
Job_017,653.44,3543.2866897588224,M4,2665.0,6,2671.0,0.0
Job_017,653.44,3543.2866897588224,M7,2802.0,25,2827.0,0.0
Job_016,637.51,3783.714057398718,M1,1494.0,85,1579.0,0.0
Job_016,637.51,3783.714057398718,M0,1579.0,13,1592.0,0.0
Job_016,637.51,3783.714057398718,M2,1707.0,61,1768.0,0.0
Job_016,637.51,3783.714057398718,M6,1922.0,7,1929.0,0.0
Job_016,637.51,3783.714057398718,M8,1929.0,64,1993.0,0.0
Job_016,637.51,3783.714057398718,M9,1993.0,76,2069.0,0.0
Job_016,637.51,3783.714057398718,M5,2134.0,47,2181.0,0.0
Job_016,637.51,3783.714057398718,M3,2181.0,52,2233.0,0.0
Job_016,637.51,3783.714057398718,M4,2408.0,90,2498.0,0.0
Job_016,637.51,3783.714057398718,M7,2567.0,45,2612.0,0.0
Job_015,580.13,3551.544943098789,M0,1451.0,43,1494.0,0.0
Job_015,580.13,3551.544943098789,M2,1768.0,90,1858.0,0.0
Job_015,580.13,3551.544943098789,M4,1947.0,75,2022.0,0.0
Job_015,580.13,3551.544943098789,M9,2233.0,11,2244.0,0.0
Job_015,580.13,3551.544943098789,M3,2269.0,69,2338.0,0.0
Job_015,580.13,3551.544943098789,M1,2338.0,28,2366.0,0.0
Job_015,580.13,3551.544943098789,M6,2366.0,46,2412.0,0.0
Job_015,580.13,3551.544943098789,M5,2449.0,46,2495.0,0.0
Job_015,580.13,3551.544943098789,M7,2495.0,72,2567.0,0.0
Job_015,580.13,3551.544943098789,M8,2567.0,30,2597.0,0.0
Job_014,561.12,4377.348995548445,M1,1241.0,81,1322.0,0.0
Job_014,561.12,4377.348995548445,M2,1356.0,95,1451.0,0.0
Job_014,561.12,4377.348995548445,M0,1592.0,71,1663.0,0.0
Job_014,561.12,4377.348995548445,M4,1663.0,99,1762.0,0.0
Job_014,561.12,4377.348995548445,M6,1762.0,9,1771.0,0.0
Job_014,561.12,4377.348995548445,M8,1792.0,52,1844.0,0.0
Job_014,561.12,4377.348995548445,M7,1844.0,85,1929.0,0.0
Job_014,561.12,4377.348995548445,M3,1967.0,98,2065.0,0.0
Job_014,561.12,4377.348995548445,M9,2069.0,22,2091.0,0.0
Job_014,561.12,4377.348995548445,M5,2091.0,43,2134.0,0.0
Job_013,559.14,3868.4805640786512,M1,1403.0,91,1494.0,0.0
Job_013,559.14,3868.4805640786512,M0,1494.0,85,1579.0,0.0
Job_013,559.14,3868.4805640786512,M3,1581.0,39,1620.0,0.0
Job_013,559.14,3868.4805640786512,M2,1620.0,74,1694.0,0.0
Job_013,559.14,3868.4805640786512,M8,1702.0,90,1792.0,0.0
Job_013,559.14,3868.4805640786512,M5,1811.0,10,1821.0,0.0
Job_013,559.14,3868.4805640786512,M7,1821.0,12,1833.0,0.0
Job_013,559.14,3868.4805640786512,M6,1833.0,89,1922.0,0.0
Job_013,559.14,3868.4805640786512,M9,1922.0,45,1967.0,0.0
Job_013,559.14,3868.4805640786512,M4,2167.0,33,2200.0,0.0
Job_012,527.83,2829.220004949062,M0,1209.0,29,1238.0,0.0
Job_012,527.83,2829.220004949062,M1,1322.0,78,1400.0,0.0
Job_012,527.83,2829.220004949062,M2,1536.0,9,1545.0,0.0
Job_012,527.83,2829.220004949062,M3,1545.0,36,1581.0,0.0
Job_012,527.83,2829.220004949062,M4,1581.0,49,1630.0,0.0
Job_012,527.83,2829.220004949062,M5,1760.0,11,1771.0,0.0
Job_012,527.83,2829.220004949062,M6,1771.0,62,1833.0,0.0
Job_012,527.83,2829.220004949062,M7,2112.0,56,2168.0,0.0
Job_012,527.83,2829.220004949062,M8,2168.0,44,2212.0,0.0
Job_012,527.83,2829.220004949062,M9,2212.0,21,2233.0,0.0
Job_011,520.35,2944.092384959012,M1,1000.0,46,1046.0,0.0
Job_011,520.35,2944.092384959012,M0,1172.0,37,1209.0,0.0
Job_011,520.35,2944.092384959012,M3,1620.0,61,1681.0,0.0
Job_011,520.35,2944.092384959012,M2,1694.0,13,1707.0,0.0
Job_011,520.35,2944.092384959012,M6,1707.0,32,1739.0,0.0
Job_011,520.35,2944.092384959012,M5,1739.0,21,1760.0,0.0
Job_011,520.35,2944.092384959012,M9,1760.0,32,1792.0,0.0
Job_011,520.35,2944.092384959012,M8,1993.0,89,2082.0,0.0
Job_011,520.35,2944.092384959012,M7,2082.0,30,2112.0,0.0
Job_011,520.35,2944.092384959012,M4,2112.0,55,2167.0,0.0
Job_010,473.82,3952.1233745685827,M0,1096.0,76,1172.0,0.0
Job_010,473.82,3952.1233745685827,M1,1172.0,69,1241.0,0.0
Job_010,473.82,3952.1233745685827,M3,1241.0,76,1317.0,0.0
Job_010,473.82,3952.1233745685827,M5,1317.0,51,1368.0,0.0
Job_010,473.82,3952.1233745685827,M2,1451.0,85,1536.0,0.0
Job_010,473.82,3952.1233745685827,M9,1536.0,11,1547.0,0.0
Job_010,473.82,3952.1233745685827,M6,1547.0,40,1587.0,0.0
Job_010,473.82,3952.1233745685827,M7,1587.0,89,1676.0,0.0
Job_010,473.82,3952.1233745685827,M4,1762.0,26,1788.0,0.0
Job_010,473.82,3952.1233745685827,M8,1855.0,74,1929.0,0.0
Job_009,429.2,3575.4040573987177,M1,915.0,85,1000.0,0.0
Job_009,429.2,3575.4040573987177,M0,1083.0,13,1096.0,0.0
Job_009,429.2,3575.4040573987177,M2,1210.0,61,1271.0,0.0
Job_009,429.2,3575.4040573987177,M6,1449.0,7,1456.0,0.0
Job_009,429.2,3575.4040573987177,M8,1638.0,64,1702.0,0.0
Job_009,429.2,3575.4040573987177,M9,1792.0,76,1868.0,0.0
Job_009,429.2,3575.4040573987177,M5,1868.0,47,1915.0,0.0
Job_009,429.2,3575.4040573987177,M3,1915.0,52,1967.0,0.0
Job_009,429.2,3575.4040573987177,M4,2022.0,90,2112.0,0.0
Job_009,429.2,3575.4040573987177,M7,2168.0,45,2213.0,0.0
Job_008,344.3,3822.6033745685827,M0,970.0,76,1046.0,0.0
Job_008,344.3,3822.6033745685827,M1,1046.0,69,1115.0,0.0
Job_008,344.3,3822.6033745685827,M3,1144.0,76,1220.0,0.0
Job_008,344.3,3822.6033745685827,M5,1220.0,51,1271.0,0.0
Job_008,344.3,3822.6033745685827,M2,1271.0,85,1356.0,0.0
Job_008,344.3,3822.6033745685827,M9,1398.0,11,1409.0,0.0
Job_008,344.3,3822.6033745685827,M6,1409.0,40,1449.0,0.0
Job_008,344.3,3822.6033745685827,M7,1449.0,89,1538.0,0.0
Job_008,344.3,3822.6033745685827,M4,1538.0,26,1564.0,0.0
Job_008,344.3,3822.6033745685827,M8,1564.0,74,1638.0,0.0
Job_007,329.63,3470.0077535887203,M2,589.0,31,620.0,0.0
Job_007,329.63,3470.0077535887203,M0,620.0,86,706.0,0.0
Job_007,329.63,3470.0077535887203,M1,869.0,46,915.0,0.0
Job_007,329.63,3470.0077535887203,M5,997.0,74,1071.0,0.0
Job_007,329.63,3470.0077535887203,M4,1071.0,32,1103.0,0.0
Job_007,329.63,3470.0077535887203,M6,1189.0,88,1277.0,0.0
Job_007,329.63,3470.0077535887203,M8,1331.0,19,1350.0,0.0
Job_007,329.63,3470.0077535887203,M9,1350.0,48,1398.0,0.0
Job_007,329.63,3470.0077535887203,M7,1398.0,36,1434.0,0.0
Job_007,329.63,3470.0077535887203,M3,1434.0,79,1513.0,0.0
Job_006,312.71,2736.4523849590123,M1,592.0,46,638.0,0.0
Job_006,312.71,2736.4523849590123,M0,1046.0,37,1083.0,0.0
Job_006,312.71,2736.4523849590123,M3,1083.0,61,1144.0,0.0
Job_006,312.71,2736.4523849590123,M2,1144.0,13,1157.0,0.0
Job_006,312.71,2736.4523849590123,M6,1157.0,32,1189.0,0.0
Job_006,312.71,2736.4523849590123,M5,1189.0,21,1210.0,0.0
Job_006,312.71,2736.4523849590123,M9,1210.0,32,1242.0,0.0
Job_006,312.71,2736.4523849590123,M8,1242.0,89,1331.0,0.0
Job_006,312.71,2736.4523849590123,M7,1331.0,30,1361.0,0.0
Job_006,312.71,2736.4523849590123,M4,1361.0,55,1416.0,0.0
Job_005,251.37,3141.216689758822,M2,505.0,84,589.0,0.0
Job_005,251.37,3141.216689758822,M1,590.0,2,592.0,0.0
Job_005,251.37,3141.216689758822,M5,656.0,52,708.0,0.0
Job_005,251.37,3141.216689758822,M3,708.0,95,803.0,0.0
Job_005,251.37,3141.216689758822,M8,803.0,48,851.0,0.0
Job_005,251.37,3141.216689758822,M9,851.0,72,923.0,0.0
Job_005,251.37,3141.216689758822,M0,923.0,47,970.0,0.0
Job_005,251.37,3141.216689758822,M6,970.0,65,1035.0,0.0
Job_005,251.37,3141.216689758822,M4,1035.0,6,1041.0,0.0
Job_005,251.37,3141.216689758822,M7,1041.0,25,1066.0,0.0
Job_004,185.08,2474.817397329067,M2,491.0,14,505.0,0.0
Job_004,185.08,2474.817397329067,M0,562.0,6,568.0,0.0
Job_004,185.08,2474.817397329067,M1,568.0,22,590.0,0.0
Job_004,185.08,2474.817397329067,M5,595.0,61,656.0,0.0
Job_004,185.08,2474.817397329067,M3,682.0,26,708.0,0.0
Job_004,185.08,2474.817397329067,M4,716.0,69,785.0,0.0
Job_004,185.08,2474.817397329067,M8,851.0,21,872.0,0.0
Job_004,185.08,2474.817397329067,M7,872.0,49,921.0,0.0
Job_004,185.08,2474.817397329067,M9,954.0,72,1026.0,0.0
Job_004,185.08,2474.817397329067,M6,1035.0,53,1088.0,0.0
Job_003,148.31,3964.5389955484447,M1,198.0,81,279.0,0.0
Job_003,148.31,3964.5389955484447,M2,396.0,95,491.0,0.0
Job_003,148.31,3964.5389955484447,M0,491.0,71,562.0,0.0
Job_003,148.31,3964.5389955484447,M4,584.0,99,683.0,0.0
Job_003,148.31,3964.5389955484447,M6,688.0,9,697.0,0.0
Job_003,148.31,3964.5389955484447,M8,697.0,52,749.0,0.0
Job_003,148.31,3964.5389955484447,M7,749.0,85,834.0,0.0
Job_003,148.31,3964.5389955484447,M3,834.0,98,932.0,0.0
Job_003,148.31,3964.5389955484447,M9,932.0,22,954.0,0.0
Job_003,148.31,3964.5389955484447,M5,954.0,43,997.0,0.0
Job_002,106.18,3415.520564078651,M1,107.0,91,198.0,0.0
Job_002,106.18,3415.520564078651,M0,198.0,85,283.0,0.0
Job_002,106.18,3415.520564078651,M3,283.0,39,322.0,0.0
Job_002,106.18,3415.520564078651,M2,322.0,74,396.0,0.0
Job_002,106.18,3415.520564078651,M8,396.0,90,486.0,0.0
Job_002,106.18,3415.520564078651,M5,486.0,10,496.0,0.0
Job_002,106.18,3415.520564078651,M7,496.0,12,508.0,0.0
Job_002,106.18,3415.520564078651,M6,549.0,89,638.0,0.0
