Job,Arrival,Machine,Start,Processing Time,Flow time,End
Job_011,520.35,M1,578.38,48.24,106.26999999999998,626.62
Job_006,312.71,M6,588.24,29.01,304.54,617.25
Job_007,329.63,M2,588.3,36.08,294.75,624.38
Job_012,527.83,M0,593.55,24.59,90.30999999999995,618.14
Job_001,84.93,M7,612.71,30.04,557.8199999999999,642.75
Job_003,148.31,M0,618.54,67.08,537.31,685.62
Job_006,312.71,M5,620.24,31.34,338.87000000000006,651.58
Job_002,106.18,M6,620.3,66.2,580.3199999999999,686.5
Job_009,429.2,M2,624.38,66.52,261.7,690.9
Job_010,473.82,M1,626.62,92.0,244.8,718.62
Job_004,185.08,M8,635.3,34.49,484.7099999999999,669.79
Job_006,312.71,M9,651.58,42.29,381.16,693.87
Job_001,84.93,M8,669.79,17.58,602.44,687.37
Job_004,185.08,M7,669.79,43.46,528.17,713.25
Job_005,251.37,M3,680.49,93.76,522.88,774.25
Job_008,344.3,M5,680.49,37.65,373.84,718.14
Job_011,520.35,M0,689.6,50.69,219.93999999999994,740.29
Job_002,106.18,M9,709.3,39.71,642.8299999999999,749.01
Job_009,429.2,M6,709.36,4.41,284.57,713.77
Job_008,344.3,M2,718.14,61.34,435.18,779.48
Job_012,527.83,M1,718.62,56.8,247.58999999999992,775.42
Job_006,312.71,M8,737.54,77.15,501.9800000000001,814.69
Job_007,329.63,M0,740.29,58.45,469.11,798.74
Job_002,106.18,M4,754.3,33.02,681.1400000000001,787.32
Job_004,185.08,M9,754.36,67.09,636.37,821.45
Job_011,520.35,M3,774.25,41.85,295.75,816.1
Job_013,559.14,M1,775.42,99.85,316.13,875.27
Job_012,527.83,M2,779.48,14.22,265.87,793.7
Job_003,148.31,M4,787.36,126.45,765.5,913.81
Job_017,653.44,M2,800.66,68.8,216.01999999999998,869.46
Job_015,580.13,M0,812.72,37.04,269.63,849.76
Job_005,251.37,M8,814.69,39.82,603.14,854.51
Job_010,473.82,M3,816.1,53.1,395.38000000000005,869.2
Job_004,185.08,M6,826.36,46.07,687.3499999999999,872.43
Job_006,312.71,M7,826.54,33.35,547.1800000000001,859.89
Job_009,429.2,M8,854.51,92.19,517.5,946.7
Job_005,251.37,M9,854.51,78.5,681.64,933.01
Job_012,527.83,M3,869.2,30.0,371.37,899.2
Job_010,473.82,M5,869.2,54.0,449.38000000000005,923.2
Job_011,520.35,M2,869.46,17.55,366.65999999999997,887.01
Job_007,329.63,M1,875.27,43.16,588.8,918.43
Job_015,580.13,M2,887.01,130.73,437.61,1017.74
Job_006,312.71,M4,913.81,68.32,669.4200000000001,982.13
Job_003,148.31,M6,913.81,9.79,775.29,923.6
Job_014,561.12,M1,918.43,103.28,460.59000000000003,1021.71
Job_005,251.37,M0,933.01,42.04,723.68,975.05
Job_008,344.3,M9,933.01,10.04,598.75,943.05
Job_008,344.3,M6,943.05,32.01,630.76,975.06
Job_009,429.2,M9,946.7,108.69,626.19,1055.39
Job_003,148.31,M8,946.7,35.82,834.21,982.52
Job_008,344.3,M7,975.06,104.94,735.7,1080.0
Job_011,520.35,M6,975.06,33.75,488.4599999999999,1008.81
Job_012,527.83,M4,982.13,57.29,511.59000000000003,1039.42
Job_013,559.14,M0,994.84,62.25,497.94999999999993,1057.09
Job_005,251.37,M6,1008.81,57.34,814.7800000000001,1066.15
Job_011,520.35,M5,1008.81,21.07,509.5300000000001,1029.88
Job_018,712.34,M2,1017.74,24.58,329.9799999999999,1042.32
Job_016,637.51,M1,1021.71,76.26,460.46000000000004,1097.97
Job_012,527.83,M5,1039.42,8.97,520.5600000000001,1048.39
Job_010,473.82,M2,1042.32,110.1,678.6000000000001,1152.42
Job_015,580.13,M4,1052.66,73.98,546.5100000000001,1126.64
Job_011,520.35,M9,1055.39,26.31,561.35,1081.7
Job_018,712.34,M0,1057.09,6.34,351.09000000000003,1063.43
Job_012,527.83,M6,1066.15,53.78,592.1,1119.93
Job_007,329.63,M5,1077.84,99.12,847.33,1176.96
Job_013,559.14,M3,1079.84,38.57,559.2700000000001,1118.41
Job_003,148.31,M7,1080.0,88.32,1020.01,1168.32
Job_011,520.35,M8,1081.7,75.56,636.91,1157.26
Job_018,712.34,M1,1097.97,19.96,405.59000000000003,1117.93
Job_005,251.37,M4,1126.64,8.73,883.9999999999999,1135.37
Job_015,580.13,M9,1127.66,12.76,560.2900000000001,1140.42
Job_008,344.3,M4,1135.37,18.62,809.69,1153.99
Job_015,580.13,M3,1144.96,74.43,639.2600000000001,1219.39
Job_017,653.44,M1,1149.9,2.61,499.06999999999994,1152.51
Job_010,473.82,M9,1152.42,10.54,689.1400000000001,1162.96
Job_014,561.12,M2,1152.42,129.07,720.37,1281.49
Job_012,527.83,M7,1168.32,46.1,686.59,1214.42
Job_018,712.34,M5,1176.96,84.29,548.91,1261.25
Job_012,527.83,M8,1214.42,43.43,730.0199999999999,1257.85
Job_005,251.37,M7,1214.42,28.65,991.6999999999999,1243.07
Job_003,148.31,M3,1219.39,124.78,1195.8600000000001,1344.17
Job_015,580.13,M1,1219.39,22.48,661.7399999999999,1241.87
Job_007,329.63,M4,1222.84,32.27,925.4799999999999,1255.11
Job_016,637.51,M0,1239.96,11.42,613.8700000000001,1251.38
Job_011,520.35,M7,1243.07,22.45,745.17,1265.52
Job_007,329.63,M6,1255.11,153.52,1079.0,1408.63
Job_012,527.83,M9,1257.85,16.92,746.9399999999999,1274.77
Job_017,653.44,M5,1261.25,57.95,665.76,1319.2
Job_011,520.35,M4,1265.52,45.11,790.2800000000001,1310.63
Job_013,559.14,M2,1281.49,64.92,787.2700000000001,1346.41
Job_014,561.12,M0,1281.49,77.26,797.63,1358.75
Job_009,429.2,M5,1319.2,51.73,941.73,1370.93
Job_008,344.3,M8,1333.02,86.26,1074.98,1419.28
Job_018,712.34,M3,1344.17,24.87,656.6999999999999,1369.04
Job_003,148.31,M9,1344.17,38.49,1234.3500000000001,1382.66
Job_019,843.88,M2,1346.41,31.97,534.5000000000001,1378.38
Job_014,561.12,M4,1358.75,97.36,894.9899999999999,1456.11
Job_020,972.75,M0,1360.08,25.69,413.02,1385.77
Job_017,653.44,M3,1369.04,103.28,818.8799999999999,1472.32
Job_016,637.51,M2,1378.38,76.8,817.6700000000001,1455.18
Job_003,148.31,M5,1382.66,40.42,1274.77,1423.08
Job_019,843.88,M0,1385.77,96.97,638.86,1482.74
Job_020,972.75,M1,1406.08,88.98,522.31,1495.06
Job_010,473.82,M6,1408.63,38.54,973.3500000000001,1447.17
Job_013,559.14,M8,1419.28,78.87,939.0100000000001,1498.15
Job_010,473.82,M7,1447.17,89.0,1062.3500000000001,1536.17
Job_015,580.13,M6,1447.77,46.0,913.64,1493.77
Job_027,1452.02,M2,1455.78,31.0,34.75999999999999,1486.78
Job_018,712.34,M4,1456.71,69.0,813.37,1525.71
Job_014,561.12,M6,1494.37,9.0,942.2499999999999,1503.37
Job_020,972.75,M2,1495.06,9.0,531.31,1504.06
Job_023,1265.29,M1,1495.66,81.0,311.3700000000001,1576.66
Job_013,559.14,M5,1498.15,10.0,949.0100000000001,1508.15
Job_007,329.63,M8,1498.75,19.0,1188.12,1517.75
Job_016,637.51,M6,1503.97,7.0,873.46,1510.97
Job_020,972.75,M3,1504.06,36.0,567.31,1540.06
Job_024,1293.33,M2,1504.66,14.0,225.33000000000015,1518.66
Job_015,580.13,M5,1508.75,46.0,974.62,1554.75
Job_007,329.63,M9,1517.75,48.0,1236.12,1565.75
Job_017,653.44,M8,1518.35,48.0,912.9099999999999,1566.35
Job_024,1293.33,M0,1518.66,6.0,231.33000000000015,1524.66
Job_025,1307.72,M2,1519.26,84.0,295.53999999999996,1603.26
Job_032,1509.36,M0,1525.26,29.0,44.90000000000009,1554.26
Job_010,473.82,M4,1536.17,26.0,1088.3500000000001,1562.17
Job_013,559.14,M7,1536.77,12.0,989.63,1548.77
Job_009,429.2,M3,1540.66,52.0,1163.46,1592.66
Job_013,559.14,M6,1548.77,89.0,1078.63,1637.77
Job_021,1013.15,M0,1554.86,43.0,584.7099999999999,1597.86
Job_020,972.75,M4,1562.77,49.0,639.02,1611.77
Job_007,329.63,M7,1565.75,36.0,1272.12,1601.75
Job_017,653.44,M9,1566.35,72.0,984.9099999999999,1638.35
Job_014,561.12,M8,1566.95,52.0,1057.83,1618.95
Job_024,1293.33,M1,1577.26,22.0,305.93000000000006,1599.26
Job_027,1452.02,M0,1598.46,86.0,232.44000000000005,1684.46
Job_024,1293.33,M5,1599.26,61.0,366.93000000000006,1660.26
Job_026,1326.33,M1,1599.86,46.0,319.53,1645.86
Job_007,329.63,M3,1601.75,79.0,1351.12,1680.75
Job_015,580.13,M7,1602.35,72.0,1094.2199999999998,1674.35
Job_009,429.2,M4,1612.37,90.0,1273.1699999999998,1702.37
Job_010,473.82,M8,1619.55,74.0,1219.73,1693.55
Job_013,559.14,M9,1638.95,45.0,1124.81,1683.95
Job_025,1307.72,M1,1646.46,2.0,340.74,1648.46
Job_032,1509.36,M1,1649.06,78.0,217.70000000000005,1727.06
Job_020,972.75,M5,1660.86,11.0,699.1099999999999,1671.86
Job_020,972.75,M6,1671.86,62.0,761.1099999999999,1733.86
Job_025,1307.72,M5,1672.46,52.0,416.74,1724.46
Job_014,561.12,M7,1674.95,85.0,1198.83,1759.95
Job_024,1293.33,M3,1681.35,26.0,414.02,1707.35
Job_026,1326.33,M0,1685.06,37.0,395.73,1722.06
Job_018,712.34,M8,1694.15,21.0,1002.8100000000001,1715.15
Job_013,559.14,M4,1702.97,33.0,1176.83,1735.97
Job_016,637.51,M8,1715.75,64.0,1142.24,1779.75
Job_026,1326.33,M3,1722.06,61.0,456.73,1783.06
Job_028,1452.76,M0,1722.66,76.0,345.9000000000001,1798.66
Job_032,1509.36,M2,1727.06,9.0,226.70000000000005,1736.06
Job_029,1473.5,M1,1727.66,85.0,339.1600000000001,1812.66
Job_024,1293.33,M4,1736.57,69.0,512.24,1805.57
Job_023,1265.29,M2,1736.66,95.0,566.3700000000001,1831.66
Job_009,429.2,M7,1760.55,45.0,1376.35,1805.55
Job_016,637.51,M9,1779.75,76.0,1218.24,1855.75
Job_015,580.13,M8,1780.35,30.0,1230.2199999999998,1810.35
Job_032,1509.36,M3,1783.66,36.0,310.3000000000002,1819.66
Job_017,653.44,M0,1799.26,47.0,1192.82,1846.26
Job_020,972.75,M7,1806.15,56.0,889.4000000000001,1862.15
Job_031,1487.72,M1,1813.26,46.0,371.53999999999996,1859.26
Job_025,1307.72,M3,1820.26,95.0,607.54,1915.26
Job_026,1326.33,M2,1832.26,13.0,518.9300000000001,1845.26
Job_026,1326.33,M6,1845.26,32.0,550.9300000000001,1877.26
Job_021,1013.15,M2,1845.86,90.0,922.7099999999999,1935.86
Job_029,1473.5,M0,1846.86,13.0,386.3599999999999,1859.86
Job_016,637.51,M5,1855.75,47.0,1265.24,1902.75
Job_027,1452.02,M1,1859.86,46.0,453.8399999999999,1905.86
Job_030,1486.63,M0,1860.46,76.0,449.8299999999999,1936.46
Job_020,972.75,M8,1862.15,44.0,933.4000000000001,1906.15
Job_018,712.34,M7,1862.75,49.0,1199.4099999999999,1911.75
Job_017,653.44,M6,1877.86,65.0,1289.4199999999998,1942.86
Job_027,1452.02,M5,1905.86,74.0,527.8399999999999,1979.86
Job_020,972.75,M9,1906.15,21.0,954.4000000000001,1927.15
Job_019,843.88,M1,1906.46,46.0,1108.58,1952.46
Job_014,561.12,M3,1915.86,98.0,1452.7399999999998,2013.86
Job_018,712.34,M9,1927.75,72.0,1287.4099999999999,1999.75
Job_029,1473.5,M2,1936.46,61.0,523.96,1997.46
Job_031,1487.72,M0,1937.06,37.0,486.3399999999999,1974.06
Job_017,653.44,M4,1942.86,6.0,1295.4199999999998,1948.86
Job_017,653.44,M7,1948.86,25.0,1320.4199999999998,1973.86
Job_032,1509.36,M4,1949.46,49.0,489.10000000000014,1998.46
Job_028,1452.76,M1,1953.06,69.0,569.3,2022.06
Job_023,1265.29,M0,1974.66,71.0,780.3700000000001,2045.66
Job_026,1326.33,M5,1980.46,21.0,675.1300000000001,2001.46
Job_029,1473.5,M6,1997.46,7.0,530.96,2004.46
Job_027,1452.02,M4,1999.06,32.0,579.04,2031.06
Job_026,1326.33,M9,2001.46,32.0,707.1300000000001,2033.46
Job_032,1509.36,M5,2002.06,11.0,503.70000000000005,2013.06
Job_029,1473.5,M8,2004.46,64.0,594.96,2068.46
Job_018,712.34,M6,2005.06,53.0,1345.7199999999998,2058.06
Job_019,843.88,M5,2013.66,74.0,1243.7799999999997,2087.66
Job_016,637.51,M3,2014.46,52.0,1428.95,2066.46
Job_022,1096.87,M1,2022.66,91.0,1016.79,2113.66
Job_021,1013.15,M4,2031.66,75.0,1093.5099999999998,2106.66
Job_014,561.12,M9,2034.06,22.0,1494.94,2056.06
Job_027,1452.02,M6,2058.66,88.0,694.6399999999999,2146.66
Job_028,1452.76,M3,2067.06,76.0,690.3,2143.06
Job_024,1293.33,M8,2069.06,21.0,796.73,2090.06
Job_014,561.12,M5,2088.26,43.0,1570.1400000000003,2131.26
Job_024,1293.33,M7,2090.06,49.0,845.73,2139.06
Job_025,1307.72,M8,2090.66,48.0,830.9399999999998,2138.66
Job_021,1013.15,M9,2106.66,11.0,1104.5099999999998,2117.66
Job_023,1265.29,M4,2107.26,99.0,940.9700000000003,2206.26
Job_022,1096.87,M0,2113.66,85.0,1101.79,2198.66
Job_033,1632.49,M1,2114.26,91.0,572.7700000000002,2205.26
Job_025,1307.72,M9,2138.66,72.0,902.9399999999998,2210.66
Job_028,1452.76,M5,2143.06,51.0,741.3,2194.06
Job_031,1487.72,M3,2143.66,61.0,716.9399999999998,2204.66
Job_032,1509.36,M6,2147.26,62.0,699.9000000000003,2209.26
Job_026,1326.33,M8,2166.06,89.0,928.73,2255.06
Job_031,1487.72,M2,2204.66,13.0,729.9399999999998,2217.66
Job_033,1632.49,M0,2205.26,85.0,657.7700000000002,2290.26
Job_022,1096.87,M3,2205.26,39.0,1147.3900000000003,2244.26
Job_030,1486.63,M1,2205.86,69.0,788.23,2274.86
Job_016,637.51,M4,2206.86,90.0,1659.3500000000001,2296.86
Job_032,1509.36,M7,2209.26,56.0,755.9000000000003,2265.26
Job_023,1265.29,M6,2209.86,9.0,953.5700000000002,2218.86
Job_029,1473.5,M9,2211.26,76.0,813.7600000000002,2287.26
Job_028,1452.76,M2,2218.26,85.0,850.5000000000002,2303.26
Job_031,1487.72,M6,2219.46,32.0,763.74,2251.46
Job_031,1487.72,M5,2251.46,21.0,784.74,2272.46
Job_027,1452.02,M8,2255.66,19.0,822.6399999999999,2274.66
Job_026,1326.33,M7,2265.86,30.0,969.5300000000002,2295.86
Job_023,1265.29,M8,2275.26,52.0,1061.9700000000003,2327.26
Job_034,1758.63,M1,2275.46,81.0,597.8299999999999,2356.46
Job_029,1473.5,M5,2287.26,47.0,860.7600000000002,2334.26
Job_031,1487.72,M9,2287.86,32.0,832.1400000000001,2319.86
Job_033,1632.49,M3,2290.26,39.0,696.7700000000002,2329.26
Job_025,1307.72,M0,2290.86,47.0,1030.14,2337.86
Job_016,637.51,M7,2296.86,45.0,1704.3500000000001,2341.86
Job_019,843.88,M4,2297.46,32.0,1485.58,2329.46
Job_022,1096.87,M2,2303.86,74.0,1280.9900000000002,2377.86
Job_027,1452.02,M9,2320.46,48.0,916.44,2368.46
Job_031,1487.72,M8,2327.86,89.0,929.1400000000001,2416.86
Job_019,843.88,M6,2329.46,88.0,1573.58,2417.46
Job_030,1486.63,M3,2329.86,76.0,919.23,2405.86
Job_026,1326.33,M4,2330.06,55.0,1058.73,2385.06
Job_027,1452.02,M7,2368.46,36.0,952.44,2404.46
Job_024,1293.33,M9,2369.06,72.0,1147.73,2441.06
Job_034,1758.63,M2,2378.46,95.0,714.8299999999999,2473.46
Job_023,1265.29,M7,2405.06,85.0,1224.77,2490.06
Job_030,1486.63,M5,2405.86,51.0,970.23,2456.86
Job_029,1473.5,M3,2406.46,52.0,984.96,2458.46
Job_019,843.88,M8,2417.46,19.0,1592.58,2436.46
Job_025,1307.72,M6,2418.06,65.0,1175.34,2483.06
Job_035,1901.0,M0,2429.86,43.0,571.8600000000001,2472.86
Job_032,1509.36,M8,2437.06,44.0,971.7,2481.06
Job_029,1473.5,M4,2458.46,90.0,1074.96,2548.46
Job_021,1013.15,M3,2459.06,69.0,1514.9099999999999,2528.06
Job_034,1758.63,M0,2473.46,71.0,785.8299999999999,2544.46
Job_033,1632.49,M2,2474.06,74.0,915.5699999999999,2548.06
Job_032,1509.36,M9,2481.06,21.0,992.7,2502.06
Job_022,1096.87,M8,2481.66,90.0,1474.79,2571.66
Job_024,1293.33,M6,2483.66,53.0,1243.33,2536.66
Job_031,1487.72,M7,2490.66,30.0,1032.9399999999998,2520.66
Job_028,1452.76,M9,2502.66,11.0,1060.8999999999999,2513.66
Job_019,843.88,M9,2514.26,48.0,1718.38,2562.26
Job_021,1013.15,M1,2528.06,28.0,1542.9099999999999,2556.06
Job_027,1452.02,M3,2528.66,79.0,1155.6399999999999,2607.66
Job_028,1452.76,M6,2537.26,40.0,1124.5000000000002,2577.26
Job_035,1901.0,M2,2548.66,90.0,737.6599999999999,2638.66
Job_025,1307.72,M4,2549.06,6.0,1247.34,2555.06
Job_025,1307.72,M7,2555.06,25.0,1272.34,2580.06
Job_031,1487.72,M4,2555.66,55.0,1122.9399999999998,2610.66
Job_022,1096.87,M5,2571.66,10.0,1484.79,2581.66
Job_033,1632.49,M8,2572.26,90.0,1029.7700000000002,2662.26
Job_021,1013.15,M6,2577.86,46.0,1610.71,2623.86
Job_028,1452.76,M7,2580.66,89.0,1216.8999999999999,2669.66
Job_023,1265.29,M3,2608.26,98.0,1440.9700000000003,2706.26
Job_034,1758.63,M4,2611.26,99.0,951.6300000000001,2710.26
Job_021,1013.15,M5,2623.86,46.0,1656.71,2669.86
Job_030,1486.63,M2,2639.26,85.0,1237.63,2724.26
Job_022,1096.87,M7,2670.26,12.0,1585.3900000000003,2682.26
Job_033,1632.49,M5,2670.46,10.0,1047.97,2680.46
Job_022,1096.87,M6,2682.26,89.0,1674.3900000000003,2771.26
Job_019,843.88,M7,2682.86,36.0,1874.98,2718.86
Job_023,1265.29,M9,2706.26,22.0,1462.9700000000003,2728.26
Job_028,1452.76,M4,2710.86,26.0,1284.1000000000001,2736.86
Job_019,843.88,M3,2718.86,79.0,1953.98,2797.86
Job_029,1473.5,M7,2719.46,45.0,1290.96,2764.46
Job_038,2263.8,M2,2724.86,14.0,475.05999999999995,2738.86
Job_023,1265.29,M5,2728.26,43.0,1505.9700000000003,2771.26
Job_030,1486.63,M9,2728.86,11.0,1253.23,2739.86
Job_028,1452.76,M8,2736.86,74.0,1358.1000000000001,2810.86
Job_035,1901.0,M4,2737.46,75.0,911.46,2812.46
Job_038,2263.8,M0,2738.86,6.0,481.05999999999995,2744.86
Job_039,2264.94,M2,2739.46,31.0,505.52,2770.46
Job_033,1632.49,M7,2765.06,12.0,1144.57,2777.06
Job_039,2264.94,M0,2770.46,86.0,591.52,2856.46
Job_037,2255.7,M2,2771.06,84.0,599.3600000000001,2855.06
Job_034,1758.63,M6,2771.86,9.0,1022.23,2780.86
Job_021,1013.15,M7,2777.66,72.0,1836.5099999999998,2849.66
Job_033,1632.49,M6,2781.46,89.0,1237.97,2870.46
Job_034,1758.63,M8,2811.46,52.0,1104.83,2863.46
Job_035,1901.0,M9,2812.46,11.0,922.46,2823.46
Job_035,1901.0,M3,2823.46,69.0,991.46,2892.46
Job_022,1096.87,M9,2824.06,45.0,1772.19,2869.06
Job_034,1758.63,M7,2863.46,85.0,1189.83,2948.46
Job_021,1013.15,M8,2864.06,30.0,1880.9099999999999,2894.06
Job_022,1096.87,M4,2869.06,33.0,1805.19,2902.06
Job_033,1632.49,M9,2870.46,45.0,1282.97,2915.46
Job_030,1486.63,M6,2871.06,40.0,1424.4299999999998,2911.06
Job_035,1901.0,M1,2892.46,28.0,1019.46,2920.46
Job_033,1632.49,M4,2915.46,33.0,1315.97,2948.46
Job_035,1901.0,M6,2920.46,46.0,1065.46,2966.46
Job_036,2252.1,M1,2921.06,85.0,753.96,3006.06
Job_034,1758.63,M3,2948.46,98.0,1287.83,3046.46
Job_030,1486.63,M7,2949.06,89.0,1551.4299999999998,3038.06
Job_035,1901.0,M5,2966.46,46.0,1111.46,3012.46
Job_036,2252.1,M0,3006.06,13.0,766.96,3019.06
Job_038,2263.8,M1,3006.66,22.0,764.8599999999997,3028.66
Job_036,2252.1,M2,3019.06,61.0,827.96,3080.06
Job_040,2415.77,M0,3019.66,29.0,632.8899999999999,3048.66
Job_038,2263.8,M5,3028.66,61.0,825.8599999999997,3089.66
Job_037,2255.7,M1,3029.26,2.0,775.5600000000004,3031.26
Job_039,2264.94,M1,3031.86,46.0,812.9200000000001,3077.86
Job_030,1486.63,M4,3038.06,26.0,1577.4299999999998,3064.06
Job_035,1901.0,M7,3038.66,72.0,1209.6599999999999,3110.66
Job_034,1758.63,M9,3046.46,22.0,1309.83,3068.46
Job_041,2431.49,M0,3049.26,43.0,660.7700000000004,3092.26
Job_030,1486.63,M8,3064.06,74.0,1651.4299999999998,3138.06
Job_040,2415.77,M1,3078.46,78.0,740.69,3156.46
Job_036,2252.1,M6,3080.06,7.0,834.96,3087.06
Job_038,2263.8,M3,3089.66,26.0,851.8599999999997,3115.66
Job_037,2255.7,M5,3090.26,52.0,886.5600000000004,3142.26
Job_041,2431.49,M2,3092.26,90.0,750.7700000000004,3182.26
Job_038,2263.8,M4,3115.66,69.0,920.8599999999997,3184.66
Job_035,1901.0,M8,3138.66,30.0,1267.6599999999999,3168.66
Job_037,2255.7,M3,3142.26,95.0,981.5600000000004,3237.26
Job_034,1758.63,M5,3142.86,43.0,1427.23,3185.86
Job_043,2537.58,M1,3157.06,81.0,700.48,3238.06
Job_036,2252.1,M8,3169.26,64.0,981.1600000000003,3233.26
Job_040,2415.77,M2,3182.86,9.0,776.0900000000001,3191.86
Job_039,2264.94,M5,3186.46,74.0,995.52,3260.46
Job_044,2654.12,M2,3192.46,14.0,552.3400000000001,3206.46
Job_044,2654.12,M0,3206.46,6.0,558.3400000000001,3212.46
Job_036,2252.1,M9,3233.26,76.0,1057.1600000000003,3309.26
Job_038,2263.8,M8,3233.86,21.0,991.06,3254.86
Job_040,2415.77,M3,3237.86,36.0,858.0900000000001,3273.86
Job_043,2537.58,M2,3238.06,95.0,795.48,3333.06
Job_042,2471.64,M1,3238.66,91.0,858.02,3329.66
Job_038,2263.8,M7,3254.86,49.0,1040.06,3303.86
Job_037,2255.7,M8,3255.46,48.0,1047.7600000000002,3303.46
Job_039,2264.94,M4,3260.46,32.0,1027.52,3292.46
Job_039,2264.94,M6,3292.46,88.0,1115.52,3380.46
Job_041,2431.49,M4,3293.06,75.0,936.5700000000002,3368.06
Job_036,2252.1,M5,3309.26,47.0,1104.1600000000003,3356.26
Job_038,2263.8,M9,3309.86,72.0,1118.06,3381.86
Job_042,2471.64,M0,3329.66,85.0,943.02,3414.66
Job_044,2654.12,M1,3330.26,22.0,698.1400000000003,3352.26
Job_045,2845.76,M2,3333.66,84.0,571.8999999999996,3417.66
Job_036,2252.1,M3,3356.26,52.0,1156.1600000000003,3408.26
Job_040,2415.77,M4,3368.66,49.0,1001.8899999999999,3417.66
Job_039,2264.94,M8,3380.46,19.0,1134.52,3399.46
Job_038,2263.8,M6,3381.86,53.0,1171.06,3434.86
Job_037,2255.7,M9,3382.46,72.0,1198.7600000000002,3454.46
Job_040,2415.77,M5,3417.66,11.0,1012.8899999999999,3428.66
Job_036,2252.1,M4,3418.26,90.0,1256.1600000000003,3508.26
Job_044,2654.12,M5,3429.26,61.0,836.1400000000003,3490.26
Job_040,2415.77,M6,3435.46,62.0,1081.69,3497.46
Job_037,2255.7,M0,3454.46,47.0,1245.7600000000002,3501.46
Job_041,2431.49,M9,3455.06,11.0,1034.5700000000002,3466.06
Job_041,2431.49,M3,3466.06,69.0,1103.5700000000002,3535.06
Job_039,2264.94,M9,3466.66,48.0,1249.7199999999998,3514.66
Job_037,2255.7,M6,3501.46,65.0,1310.7600000000002,3566.46
Job_043,2537.58,M0,3502.06,71.0,1035.48,3573.06
Job_039,2264.94,M7,3514.66,36.0,1285.7199999999998,3550.66
Job_041,2431.49,M1,3535.06,28.0,1131.5700000000002,3563.06
Job_044,2654.12,M3,3535.66,26.0,907.54,3561.66
Job_040,2415.77,M7,3551.26,56.0,1191.4900000000002,3607.26
Job_042,2471.64,M3,3562.26,39.0,1129.6200000000003,3601.26
Job_045,2845.76,M1,3563.66,2.0,719.8999999999996,3565.66
Job_046,2943.19,M1,3566.26,46.0,669.0700000000002,3612.26
Job_037,2255.7,M4,3566.46,6.0,1316.7600000000002,3572.46
Job_041,2431.49,M6,3567.06,46.0,1181.5700000000002,3613.06
Job_044,2654.12,M4,3573.06,69.0,987.94,3642.06
Job_042,2471.64,M2,3601.26,74.0,1203.6200000000003,3675.26
