Job,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
Job_037,2255.7,5145.546689758822,M6,4152.72,65,4217.72,0.0
Job_037,2255.7,5145.546689758822,M4,4257.72,6,4263.72,0.0
Job_037,2255.7,5145.546689758822,M7,4398.72,25,4423.72,0.0
Job_036,2252.1,5398.304057398718,M1,3013.93,85,3098.93,0.0
Job_036,2252.1,5398.304057398718,M0,3101.93,13,3114.93,0.0
Job_036,2252.1,5398.304057398718,M2,3172.93,61,3233.93,0.0
Job_036,2252.1,5398.304057398718,M6,3753.93,7,3760.93,0.0
Job_036,2252.1,5398.304057398718,M8,3996.93,64,4060.93,0.0
Job_036,2252.1,5398.304057398718,M9,4068.93,76,4144.93,0.0
Job_036,2252.1,5398.304057398718,M5,4164.72,47,4211.72,0.0
Job_036,2252.1,5398.304057398718,M3,4211.72,52,4263.72,0.0
Job_036,2252.1,5398.304057398718,M4,4263.72,90,4353.72,0.0
Job_036,2252.1,5398.304057398718,M7,4353.72,45,4398.72,0.0
Job_035,1901.0,4872.414943098789,M0,2846.93,43,2889.93,0.0
Job_035,1901.0,4872.414943098789,M2,2917.93,90,3007.93,0.0
Job_035,1901.0,4872.414943098789,M4,3263.93,75,3338.93,0.0
Job_035,1901.0,4872.414943098789,M9,3758.93,11,3769.93,0.0
Job_035,1901.0,4872.414943098789,M3,3769.93,69,3838.93,0.0
Job_035,1901.0,4872.414943098789,M1,3838.93,28,3866.93,0.0
Job_035,1901.0,4872.414943098789,M6,3866.93,46,3912.93,0.0
Job_035,1901.0,4872.414943098789,M5,3912.93,46,3958.93,0.0
Job_035,1901.0,4872.414943098789,M7,3958.93,72,4030.93,0.0
Job_035,1901.0,4872.414943098789,M8,4060.93,30,4090.93,0.0
Job_034,1758.63,5574.858995548445,M1,2525.93,81,2606.93,0.0
Job_034,1758.63,5574.858995548445,M2,3077.93,95,3172.93,0.0
Job_034,1758.63,5574.858995548445,M0,3283.93,71,3354.93,0.0
Job_034,1758.63,5574.858995548445,M4,3393.93,99,3492.93,0.0
Job_034,1758.63,5574.858995548445,M6,3492.93,9,3501.93,0.0
Job_034,1758.63,5574.858995548445,M8,3501.93,52,3553.93,0.0
Job_034,1758.63,5574.858995548445,M7,3553.93,85,3638.93,0.0
Job_034,1758.63,5574.858995548445,M3,3638.93,98,3736.93,0.0
Job_034,1758.63,5574.858995548445,M9,3736.93,22,3758.93,0.0
Job_034,1758.63,5574.858995548445,M5,3758.93,43,3801.93,0.0
Job_033,1632.49,4941.830564078651,M1,2672.93,91,2763.93,0.0
Job_033,1632.49,4941.830564078651,M0,3161.93,85,3246.93,0.0
Job_033,1632.49,4941.830564078651,M3,3280.93,39,3319.93,0.0
Job_033,1632.49,4941.830564078651,M2,3337.93,74,3411.93,0.0
Job_033,1632.49,4941.830564078651,M8,3411.93,90,3501.93,0.0
Job_033,1632.49,4941.830564078651,M5,3501.93,10,3511.93,0.0
Job_033,1632.49,4941.830564078651,M7,3515.93,12,3527.93,0.0
Job_033,1632.49,4941.830564078651,M6,3527.93,89,3616.93,0.0
Job_033,1632.49,4941.830564078651,M9,3616.93,45,3661.93,0.0
Job_033,1632.49,4941.830564078651,M4,3738.93,33,3771.93,0.0
Job_032,1509.36,3810.750004949062,M0,2562.93,29,2591.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M1,2889.93,78,2967.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M2,3068.93,9,3077.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M3,3541.93,36,3577.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M4,3631.93,49,3680.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M5,3680.93,11,3691.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M6,3691.93,62,3753.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M7,3753.93,56,3809.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M8,3809.93,44,3853.93,64.17999505093803
Job_032,1509.36,3810.750004949062,M9,3853.93,21,3874.93,64.17999505093803
Job_031,1487.72,3911.4623849590125,M1,2967.93,46,3013.93,0.0
Job_031,1487.72,3911.4623849590125,M0,3246.93,37,3283.93,0.0
Job_031,1487.72,3911.4623849590125,M3,3350.93,61,3411.93,0.0
Job_031,1487.72,3911.4623849590125,M2,3411.93,13,3424.93,0.0
Job_031,1487.72,3911.4623849590125,M6,3426.93,32,3458.93,0.0
Job_031,1487.72,3911.4623849590125,M5,3511.93,21,3532.93,0.0
Job_031,1487.72,3911.4623849590125,M9,3532.93,32,3564.93,0.0
Job_031,1487.72,3911.4623849590125,M8,3564.93,89,3653.93,0.0
Job_031,1487.72,3911.4623849590125,M7,3653.93,30,3683.93,0.0
Job_031,1487.72,3911.4623849590125,M4,3683.93,55,3738.93,0.0
Job_030,1486.63,4964.933374568583,M0,2139.93,76,2215.93,0.0
Job_030,1486.63,4964.933374568583,M1,2243.93,69,2312.93,0.0
Job_030,1486.63,4964.933374568583,M3,2705.93,76,2781.93,0.0
Job_030,1486.63,4964.933374568583,M5,2781.93,51,2832.93,0.0
Job_030,1486.63,4964.933374568583,M2,2832.93,85,2917.93,0.0
Job_030,1486.63,4964.933374568583,M9,3282.93,11,3293.93,0.0
Job_030,1486.63,4964.933374568583,M6,3293.93,40,3333.93,0.0
Job_030,1486.63,4964.933374568583,M7,3809.93,89,3898.93,0.0
Job_030,1486.63,4964.933374568583,M4,3898.93,26,3924.93,0.0
Job_030,1486.63,4964.933374568583,M8,4090.93,74,4164.93,0.0
Job_029,1473.5,4619.704057398718,M1,2804.93,85,2889.93,0.0
Job_029,1473.5,4619.704057398718,M0,2889.93,13,2902.93,0.0
Job_029,1473.5,4619.704057398718,M2,3007.93,61,3068.93,0.0
Job_029,1473.5,4619.704057398718,M6,3068.93,7,3075.93,0.0
Job_029,1473.5,4619.704057398718,M8,3235.93,64,3299.93,0.0
Job_029,1473.5,4619.704057398718,M9,3299.93,76,3375.93,0.0
Job_029,1473.5,4619.704057398718,M5,3442.93,47,3489.93,0.0
Job_029,1473.5,4619.704057398718,M3,3489.93,52,3541.93,0.0
Job_029,1473.5,4619.704057398718,M4,3541.93,90,3631.93,0.0
Job_029,1473.5,4619.704057398718,M7,3683.93,45,3728.93,0.0
Job_028,1452.76,4931.063374568583,M0,1645.93,76,1721.93,0.0
Job_028,1452.76,4931.063374568583,M1,2386.93,69,2455.93,0.0
Job_028,1452.76,4931.063374568583,M3,3125.93,76,3201.93,0.0
Job_028,1452.76,4931.063374568583,M5,3201.93,51,3252.93,0.0
Job_028,1452.76,4931.063374568583,M2,3252.93,85,3337.93,0.0
Job_028,1452.76,4931.063374568583,M9,3375.93,11,3386.93,0.0
Job_028,1452.76,4931.063374568583,M6,3386.93,40,3426.93,0.0
Job_028,1452.76,4931.063374568583,M7,3426.93,89,3515.93,0.0
Job_028,1452.76,4931.063374568583,M4,3515.93,26,3541.93,0.0
Job_028,1452.76,4931.063374568583,M8,3735.93,74,3809.93,0.0
Job_027,1452.02,4592.397753588721,M2,1489.93,31,1520.93,0.0
Job_027,1452.02,4592.397753588721,M0,2053.93,86,2139.93,0.0
Job_027,1452.02,4592.397753588721,M1,2312.93,46,2358.93,0.0
Job_027,1452.02,4592.397753588721,M5,2549.93,74,2623.93,0.0
Job_027,1452.02,4592.397753588721,M4,2776.93,32,2808.93,0.0
Job_027,1452.02,4592.397753588721,M6,2839.93,88,2927.93,0.0
Job_027,1452.02,4592.397753588721,M8,2927.93,19,2946.93,0.0
Job_027,1452.02,4592.397753588721,M9,2962.93,48,3010.93,0.0
Job_027,1452.02,4592.397753588721,M7,3010.93,36,3046.93,0.0
Job_027,1452.02,4592.397753588721,M3,3046.93,79,3125.93,0.0
Job_026,1326.33,3750.072384959012,M1,2479.93,46,2525.93,0.0
Job_026,1326.33,3750.072384959012,M0,2525.93,37,2562.93,0.0
Job_026,1326.33,3750.072384959012,M3,2644.93,61,2705.93,0.0
Job_026,1326.33,3750.072384959012,M2,2705.93,13,2718.93,0.0
Job_026,1326.33,3750.072384959012,M6,2927.93,32,2959.93,0.0
Job_026,1326.33,3750.072384959012,M5,3085.93,21,3106.93,0.0
Job_026,1326.33,3750.072384959012,M9,3114.93,32,3146.93,0.0
Job_026,1326.33,3750.072384959012,M8,3146.93,89,3235.93,0.0
Job_026,1326.33,3750.072384959012,M7,3308.93,30,3338.93,0.0
Job_026,1326.33,3750.072384959012,M4,3338.93,55,3393.93,0.0
Job_025,1307.72,4197.566689758823,M2,2180.93,84,2264.93,0.0
Job_025,1307.72,4197.566689758823,M1,2455.93,2,2457.93,0.0
Job_025,1307.72,4197.566689758823,M5,2623.93,52,2675.93,0.0
Job_025,1307.72,4197.566689758823,M3,2781.93,95,2876.93,0.0
Job_025,1307.72,4197.566689758823,M8,2946.93,48,2994.93,0.0
Job_025,1307.72,4197.566689758823,M9,3042.93,72,3114.93,0.0
Job_025,1307.72,4197.566689758823,M0,3114.93,47,3161.93,0.0
Job_025,1307.72,4197.566689758823,M6,3161.93,65,3226.93,0.0
Job_025,1307.72,4197.566689758823,M4,3226.93,6,3232.93,0.0
Job_025,1307.72,4197.566689758823,M7,3232.93,25,3257.93,0.0
Job_024,1293.33,3583.067397329067,M2,2166.93,14,2180.93,0.0
Job_024,1293.33,3583.067397329067,M0,2221.93,6,2227.93,0.0
Job_024,1293.33,3583.067397329067,M1,2457.93,22,2479.93,0.0
Job_024,1293.33,3583.067397329067,M5,2832.93,61,2893.93,0.0
Job_024,1293.33,3583.067397329067,M3,3020.93,26,3046.93,0.0
Job_024,1293.33,3583.067397329067,M4,3046.93,69,3115.93,0.0
Job_024,1293.33,3583.067397329067,M8,3125.93,21,3146.93,0.0
Job_024,1293.33,3583.067397329067,M7,3146.93,49,3195.93,0.0
Job_024,1293.33,3583.067397329067,M9,3195.93,72,3267.93,0.0
Job_024,1293.33,3583.067397329067,M6,3333.93,53,3386.93,0.0
Job_023,1265.29,5081.518995548445,M1,1545.93,81,1626.93,0.0
Job_023,1265.29,5081.518995548445,M2,1626.93,95,1721.93,0.0
Job_023,1265.29,5081.518995548445,M0,1721.93,71,1792.93,0.0
Job_023,1265.29,5081.518995548445,M4,2677.93,99,2776.93,0.0
Job_023,1265.29,5081.518995548445,M6,2776.93,9,2785.93,0.0
Job_023,1265.29,5081.518995548445,M8,2785.93,52,2837.93,0.0
Job_023,1265.29,5081.518995548445,M7,2837.93,85,2922.93,0.0
Job_023,1265.29,5081.518995548445,M3,2922.93,98,3020.93,0.0
Job_023,1265.29,5081.518995548445,M9,3020.93,22,3042.93,0.0
Job_023,1265.29,5081.518995548445,M5,3042.93,43,3085.93,0.0
Job_022,1096.87,4406.210564078651,M1,1454.93,91,1545.93,0.0
Job_022,1096.87,4406.210564078651,M0,1968.93,85,2053.93,0.0
Job_022,1096.87,4406.210564078651,M3,2053.93,39,2092.93,0.0
Job_022,1096.87,4406.210564078651,M2,2092.93,74,2166.93,0.0
Job_022,1096.87,4406.210564078651,M8,2388.93,90,2478.93,0.0
Job_022,1096.87,4406.210564078651,M5,2478.93,10,2488.93,0.0
Job_022,1096.87,4406.210564078651,M7,2488.93,12,2500.93,0.0
Job_022,1096.87,4406.210564078651,M6,2510.93,89,2599.93,0.0
Job_022,1096.87,4406.210564078651,M9,2599.93,45,2644.93,0.0
Job_022,1096.87,4406.210564078651,M4,2644.93,33,2677.93,0.0
Job_021,1013.15,3984.564943098789,M0,1878.93,43,1921.93,0.0
Job_021,1013.15,3984.564943098789,M2,1921.93,90,2011.93,0.0
Job_021,1013.15,3984.564943098789,M4,2304.93,75,2379.93,0.0
Job_021,1013.15,3984.564943098789,M9,2385.93,11,2396.93,0.0
Job_021,1013.15,3984.564943098789,M3,2575.93,69,2644.93,0.0
Job_021,1013.15,3984.564943098789,M1,2644.93,28,2672.93,0.0
Job_021,1013.15,3984.564943098789,M6,2672.93,46,2718.93,0.0
Job_021,1013.15,3984.564943098789,M5,2719.93,46,2765.93,0.0
Job_021,1013.15,3984.564943098789,M7,2765.93,72,2837.93,0.0
Job_021,1013.15,3984.564943098789,M8,2837.93,30,2867.93,0.0
Job_020,972.75,3274.140004949062,M0,1329.93,29,1358.93,0.0
Job_020,972.75,3274.140004949062,M1,1376.93,78,1454.93,0.0
Job_020,972.75,3274.140004949062,M2,1533.93,9,1542.93,0.0
Job_020,972.75,3274.140004949062,M3,2017.93,36,2053.93,0.0
Job_020,972.75,3274.140004949062,M4,2081.93,49,2130.93,0.0
Job_020,972.75,3274.140004949062,M5,2130.93,11,2141.93,0.0
Job_020,972.75,3274.140004949062,M6,2141.93,62,2203.93,0.0
Job_020,972.75,3274.140004949062,M7,2278.93,56,2334.93,0.0
Job_020,972.75,3274.140004949062,M8,2344.93,44,2388.93,0.0
Job_020,972.75,3274.140004949062,M9,2786.93,21,2807.93,0.0
Job_019,843.88,3984.2577535887203,M2,1721.93,31,1752.93,0.0
Job_019,843.88,3984.2577535887203,M0,1792.93,86,1878.93,0.0
Job_019,843.88,3984.2577535887203,M1,1878.93,46,1924.93,0.0
Job_019,843.88,3984.2577535887203,M5,1924.93,74,1998.93,0.0
Job_019,843.88,3984.2577535887203,M4,2049.93,32,2081.93,0.0
Job_019,843.88,3984.2577535887203,M6,2203.93,88,2291.93,0.0
Job_019,843.88,3984.2577535887203,M8,2325.93,19,2344.93,0.0
Job_019,843.88,3984.2577535887203,M9,2396.93,48,2444.93,0.0
Job_019,843.88,3984.2577535887203,M7,2619.93,36,2655.93,0.0
Job_019,843.88,3984.2577535887203,M3,3201.93,79,3280.93,0.0
Job_018,712.34,3002.077397329067,M2,1813.93,14,1827.93,0.0
Job_018,712.34,3002.077397329067,M0,2215.93,6,2221.93,0.0
Job_018,712.34,3002.077397329067,M1,2221.93,22,2243.93,0.0
Job_018,712.34,3002.077397329067,M5,2488.93,61,2549.93,0.0
Job_018,712.34,3002.077397329067,M3,2549.93,26,2575.93,0.0
Job_018,712.34,3002.077397329067,M4,2575.93,69,2644.93,0.0
Job_018,712.34,3002.077397329067,M8,2644.93,21,2665.93,0.0
Job_018,712.34,3002.077397329067,M7,2665.93,49,2714.93,0.0
Job_018,712.34,3002.077397329067,M9,2714.93,72,2786.93,0.0
Job_018,712.34,3002.077397329067,M6,2786.93,53,2839.93,0.0
Job_017,653.44,3543.2866897588224,M2,1542.93,84,1626.93,0.0
Job_017,653.44,3543.2866897588224,M1,1626.93,2,1628.93,0.0
Job_017,653.44,3543.2866897588224,M5,1654.93,52,1706.93,0.0
Job_017,653.44,3543.2866897588224,M3,1706.93,95,1801.93,0.0
Job_017,653.44,3543.2866897588224,M8,1801.93,48,1849.93,0.0
Job_017,653.44,3543.2866897588224,M9,1849.93,72,1921.93,0.0
Job_017,653.44,3543.2866897588224,M0,1921.93,47,1968.93,0.0
Job_017,653.44,3543.2866897588224,M6,1968.93,65,2033.93,0.0
Job_017,653.44,3543.2866897588224,M4,2043.93,6,2049.93,0.0
Job_017,653.44,3543.2866897588224,M7,2079.93,25,2104.93,0.0
Job_016,637.51,3783.714057398718,M1,1231.93,85,1316.93,0.0
Job_016,637.51,3783.714057398718,M0,1316.93,13,1329.93,0.0
Job_016,637.51,3783.714057398718,M2,1752.93,61,1813.93,0.0
Job_016,637.51,3783.714057398718,M6,2092.93,7,2099.93,0.0
Job_016,637.51,3783.714057398718,M8,2104.93,64,2168.93,0.0
Job_016,637.51,3783.714057398718,M9,2309.93,76,2385.93,0.0
Job_016,637.51,3783.714057398718,M5,2385.93,47,2432.93,0.0
Job_016,637.51,3783.714057398718,M3,2432.93,52,2484.93,0.0
Job_016,637.51,3783.714057398718,M4,2484.93,90,2574.93,0.0
Job_016,637.51,3783.714057398718,M7,2574.93,45,2619.93,0.0
Job_015,580.13,3551.544943098789,M0,1159.93,43,1202.93,0.0
Job_015,580.13,3551.544943098789,M2,1240.93,90,1330.93,0.0
Job_015,580.13,3551.544943098789,M4,2201.93,75,2276.93,0.0
Job_015,580.13,3551.544943098789,M9,2276.93,11,2287.93,0.0
Job_015,580.13,3551.544943098789,M3,2287.93,69,2356.93,0.0
Job_015,580.13,3551.544943098789,M1,2358.93,28,2386.93,0.0
Job_015,580.13,3551.544943098789,M6,2386.93,46,2432.93,0.0
Job_015,580.13,3551.544943098789,M5,2432.93,46,2478.93,0.0
Job_015,580.13,3551.544943098789,M7,2500.93,72,2572.93,0.0
Job_015,580.13,3551.544943098789,M8,2572.93,30,2602.93,0.0
Job_014,561.12,4377.348995548445,M1,912.93,81,993.93,0.0
Job_014,561.12,4377.348995548445,M2,993.93,95,1088.93,0.0
Job_014,561.12,4377.348995548445,M0,1088.93,71,1159.93,0.0
Job_014,561.12,4377.348995548445,M4,1944.93,99,2043.93,0.0
Job_014,561.12,4377.348995548445,M6,2043.93,9,2052.93,0.0
Job_014,561.12,4377.348995548445,M8,2052.93,52,2104.93,0.0
Job_014,561.12,4377.348995548445,M7,2104.93,85,2189.93,0.0
Job_014,561.12,4377.348995548445,M3,2189.93,98,2287.93,0.0
Job_014,561.12,4377.348995548445,M9,2287.93,22,2309.93,0.0
Job_014,561.12,4377.348995548445,M5,2309.93,43,2352.93,0.0
Job_013,559.14,3868.4805640786512,M1,993.93,91,1084.93,0.0
Job_013,559.14,3868.4805640786512,M0,1202.93,85,1287.93,0.0
Job_013,559.14,3868.4805640786512,M3,1287.93,39,1326.93,0.0
Job_013,559.14,3868.4805640786512,M2,1330.93,74,1404.93,0.0
Job_013,559.14,3868.4805640786512,M8,1522.93,90,1612.93,0.0
Job_013,559.14,3868.4805640786512,M5,1612.93,10,1622.93,0.0
Job_013,559.14,3868.4805640786512,M7,2067.93,12,2079.93,0.0
Job_013,559.14,3868.4805640786512,M6,2297.93,89,2386.93,0.0
Job_013,559.14,3868.4805640786512,M9,2444.93,45,2489.93,0.0
Job_013,559.14,3868.4805640786512,M4,2808.93,33,2841.93,0.0
Job_012,527.83,2829.220004949062,M0,956.93,29,985.93,0.0
Job_012,527.83,2829.220004949062,M1,1153.93,78,1231.93,0.0
Job_012,527.83,2829.220004949062,M2,1231.93,9,1240.93,0.0
Job_012,527.83,2829.220004949062,M3,1240.93,36,1276.93,0.0
Job_012,527.83,2829.220004949062,M4,1276.93,49,1325.93,0.0
Job_012,527.83,2829.220004949062,M5,1325.93,11,1336.93,0.0
Job_012,527.83,2829.220004949062,M6,1336.93,62,1398.93,0.0
Job_012,527.83,2829.220004949062,M7,1422.93,56,1478.93,0.0
Job_012,527.83,2829.220004949062,M8,1478.93,44,1522.93,0.0
Job_012,527.83,2829.220004949062,M9,1755.93,21,1776.93,0.0
Job_011,520.35,2944.092384959012,M1,634.93,46,680.93,0.0
Job_011,520.35,2944.092384959012,M0,717.93,37,754.93,0.0
Job_011,520.35,2944.092384959012,M3,754.93,61,815.93,0.0
Job_011,520.35,2944.092384959012,M2,1520.93,13,1533.93,0.0
Job_011,520.35,2944.092384959012,M6,1576.93,32,1608.93,0.0
Job_011,520.35,2944.092384959012,M5,1622.93,21,1643.93,0.0
Job_011,520.35,2944.092384959012,M9,1647.93,32,1679.93,0.0
Job_011,520.35,2944.092384959012,M8,1679.93,89,1768.93,0.0
Job_011,520.35,2944.092384959012,M7,1768.93,30,1798.93,0.0
Job_011,520.35,2944.092384959012,M4,1799.93,55,1854.93,0.0
Job_010,473.82,3952.1233745685827,M0,843.93,76,919.93,0.0
Job_010,473.82,3952.1233745685827,M1,1084.93,69,1153.93,0.0
Job_010,473.82,3952.1233745685827,M3,1164.93,76,1240.93,0.0
Job_010,473.82,3952.1233745685827,M5,1271.93,51,1322.93,0.0
Job_010,473.82,3952.1233745685827,M2,1404.93,85,1489.93,0.0
Job_010,473.82,3952.1233745685827,M9,1494.93,11,1505.93,0.0
Job_010,473.82,3952.1233745685827,M6,1615.93,40,1655.93,0.0
Job_010,473.82,3952.1233745685827,M7,1655.93,89,1744.93,0.0
Job_010,473.82,3952.1233745685827,M4,1744.93,26,1770.93,0.0
Job_010,473.82,3952.1233745685827,M8,1849.93,74,1923.93,0.0
Job_009,429.2,3575.4040573987177,M1,549.93,85,634.93,0.0
Job_009,429.2,3575.4040573987177,M0,754.93,13,767.93,0.0
Job_009,429.2,3575.4040573987177,M2,767.93,61,828.93,0.0
Job_009,429.2,3575.4040573987177,M6,1608.93,7,1615.93,0.0
Job_009,429.2,3575.4040573987177,M8,1615.93,64,1679.93,0.0
Job_009,429.2,3575.4040573987177,M9,1679.93,76,1755.93,0.0
Job_009,429.2,3575.4040573987177,M5,1755.93,47,1802.93,0.0
Job_009,429.2,3575.4040573987177,M3,1802.93,52,1854.93,0.0
Job_009,429.2,3575.4040573987177,M4,1854.93,90,1944.93,0.0
Job_009,429.2,3575.4040573987177,M7,1944.93,45,1989.93,0.0
Job_008,344.3,3822.6033745685827,M0,767.93,76,843.93,0.0
Job_008,344.3,3822.6033745685827,M1,843.93,69,912.93,0.0
Job_008,344.3,3822.6033745685827,M3,994.93,76,1070.93,0.0
Job_008,344.3,3822.6033745685827,M5,1070.93,51,1121.93,0.0
Job_008,344.3,3822.6033745685827,M2,1144.93,85,1229.93,0.0
Job_008,344.3,3822.6033745685827,M9,1921.93,11,1932.93,0.0
Job_008,344.3,3822.6033745685827,M6,2052.93,40,2092.93,0.0
Job_008,344.3,3822.6033745685827,M7,2189.93,89,2278.93,0.0
Job_008,344.3,3822.6033745685827,M4,2278.93,26,2304.93,0.0
Job_008,344.3,3822.6033745685827,M8,2478.93,74,2552.93,0.0
Job_007,329.63,3470.0077535887203,M2,335.37,31,366.37,0.0
Job_007,329.63,3470.0077535887203,M0,366.37,86,452.37,0.0
Job_007,329.63,3470.0077535887203,M1,503.93,46,549.93,0.0
Job_007,329.63,3470.0077535887203,M5,1197.93,74,1271.93,0.0
Job_007,329.63,3470.0077535887203,M4,1403.93,32,1435.93,0.0
Job_007,329.63,3470.0077535887203,M6,1435.93,88,1523.93,0.0
Job_007,329.63,3470.0077535887203,M8,1768.93,19,1787.93,0.0
Job_007,329.63,3470.0077535887203,M9,1801.93,48,1849.93,0.0
Job_007,329.63,3470.0077535887203,M7,1902.93,36,1938.93,0.0
Job_007,329.63,3470.0077535887203,M3,1938.93,79,2017.93,0.0
Job_006,312.71,2736.4523849590123,M1,680.93,46,726.93,0.0
Job_006,312.71,2736.4523849590123,M0,919.93,37,956.93,0.0
Job_006,312.71,2736.4523849590123,M3,1070.93,61,1131.93,0.0
Job_006,312.71,2736.4523849590123,M2,1131.93,13,1144.93,0.0
Job_006,312.71,2736.4523849590123,M6,1144.93,32,1176.93,0.0
Job_006,312.71,2736.4523849590123,M5,1176.93,21,1197.93,0.0
Job_006,312.71,2736.4523849590123,M9,1197.93,32,1229.93,0.0
Job_006,312.71,2736.4523849590123,M8,1229.93,89,1318.93,0.0
Job_006,312.71,2736.4523849590123,M7,1318.93,30,1348.93,0.0
Job_006,312.71,2736.4523849590123,M4,1348.93,55,1403.93,0.0
Job_005,251.37,3141.216689758822,M2,251.37,84,335.37,0.0
Job_005,251.37,3141.216689758822,M1,335.37,2,337.37,0.0
Job_005,251.37,3141.216689758822,M5,337.37,52,389.37,0.0
Job_005,251.37,3141.216689758822,M3,411.93,95,506.93,0.0
Job_005,251.37,3141.216689758822,M8,506.93,48,554.93,0.0
Job_005,251.37,3141.216689758822,M9,598.93,72,670.93,0.0
Job_005,251.37,3141.216689758822,M0,670.93,47,717.93,0.0
Job_005,251.37,3141.216689758822,M6,848.93,65,913.93,0.0
Job_005,251.37,3141.216689758822,M4,1226.93,6,1232.93,0.0
Job_005,251.37,3141.216689758822,M7,1348.93,25,1373.93,0.0
Job_004,185.08,2474.817397329067,M2,237.37,14,251.37,0.0
Job_004,185.08,2474.817397329067,M0,452.37,6,458.37,0.0
Job_004,185.08,2474.817397329067,M1,481.93,22,503.93,0.0
Job_004,185.08,2474.817397329067,M5,966.93,61,1027.93,0.0
Job_004,185.08,2474.817397329067,M3,1131.93,26,1157.93,0.0
Job_004,185.08,2474.817397329067,M4,1157.93,69,1226.93,0.0
Job_004,185.08,2474.817397329067,M8,1318.93,21,1339.93,0.0
Job_004,185.08,2474.817397329067,M7,1373.93,49,1422.93,0.0
Job_004,185.08,2474.817397329067,M9,1422.93,72,1494.93,0.0
Job_004,185.08,2474.817397329067,M6,1523.93,53,1576.93,0.0
Job_003,148.31,3964.5389955484447,M1,400.93,81,481.93,0.0
Job_003,148.31,3964.5389955484447,M2,485.93,95,580.93,0.0
Job_003,148.31,3964.5389955484447,M0,580.93,71,651.93,0.0
Job_003,148.31,3964.5389955484447,M4,651.93,99,750.93,0.0
Job_003,148.31,3964.5389955484447,M6,750.93,9,759.93,0.0
Job_003,148.31,3964.5389955484447,M8,759.93,52,811.93,0.0
Job_003,148.31,3964.5389955484447,M7,811.93,85,896.93,0.0
Job_003,148.31,3964.5389955484447,M3,896.93,98,994.93,0.0
Job_003,148.31,3964.5389955484447,M9,994.93,22,1016.93,0.0
Job_003,148.31,3964.5389955484447,M5,1027.93,43,1070.93,0.0
Job_002,106.18,3415.520564078651,M1,107.0,91,198.0,0.0
Job_002,106.18,3415.520564078651,M0,198.0,85,283.0,0.0
Job_002,106.18,3415.520564078651,M3,372.93,39,411.93,0.0
Job_002,106.18,3415.520564078651,M2,411.93,74,485.93,0.0
Job_002,106.18,3415.520564078651,M8,594.93,90,684.93,0.0
Job_002,106.18,3415.520564078651,M5,684.93,10,694.93,0.0
Job_002,106.18,3415.520564078651,M7,694.93,12,706.93,0.0
